From	To
Q4LE39	ENSG00000054267.23
Q4VC31	ENSG00000160124.10
Q4ZG55	ENSG00000196208.15
Q4ZIN3	ENSG00000182087.15
Q504Q3	ENSG00000135473.17
Q504T8	ENSG00000167470.15
Q52LR7	ENSG00000135999.14
Q52LW3	ENSG00000137962.14
Q53EL6	ENSG00000150593.19
Q53EP0	ENSG00000075420.14
Q53EQ6	ENSG00000278016.2
Q53EQ6	ENSG00000179886.6
Q53ET0	ENSG00000160741.18
Q53EZ4	ENSG00000138180.17
Q53F39	ENSG00000154889.18
Q53FT3	ENSG00000149196.18
Q53FV1	ENSG00000123353.11
Q53G44	ENSG00000137959.18
Q53G59	ENSG00000117153.17
Q53GL7	ENSG00000178685.15
Q53GS7	ENSG00000119392.17
Q53GS9	ENSG00000168883.21
Q53GT1	ENSG00000099910.18
Q53H47	ENSG00000170364.14
Q53H54	ENSG00000183665.5
Q53H80	ENSG00000135334.10
Q53HC5	ENSG00000167487.12
Q53HC9	ENSG00000032389.14
Q53HL2	ENSG00000134690.12
Q53S33	ENSG00000163170.13
Q53TQ3	ENSG00000114933.17
Q53TQ3	ENSG00000283510.2
Q562E7	ENSG00000167716.19
Q562E7	ENSG00000276021.4
Q562F6	ENSG00000163535.19
Q567U6	ENSG00000125633.12
Q56NI9	ENSG00000171320.15
Q56VL3	ENSG00000145247.13
Q58EX7	ENSG00000196155.14
Q58WW2	ENSG00000143164.17
Q5BJD5	ENSG00000166471.12
Q5BJF2	ENSG00000109084.14
Q5BJF6	ENSG00000136811.17
Q5BJH2	ENSG00000132406.13
Q5BJH7	ENSG00000167645.18
Q5BKT4	ENSG00000139133.7
Q5C9Z4	ENSG00000146909.9
Q5EBL4	ENSG00000188026.14
Q5FWF4	ENSG00000121988.19
Q5GLZ8	ENSG00000148634.17
Q5H8A4	ENSG00000174227.17
Q5H9F3	ENSG00000085185.16
Q5H9R7	ENSG00000110075.16
Q5H9S7	ENSG00000115827.15
Q5H9U9	ENSG00000181381.16
Q5HYA8	ENSG00000164953.17
Q5I7T1	ENSG00000175548.9
Q5JPE7	ENSG00000185164.17
Q5JPH6	ENSG00000103356.18
Q5JPI3	ENSG00000179021.11
Q5JRA6	ENSG00000154305.19
Q5JRX3	ENSG00000107959.18
Q5JS54	ENSG00000180822.13
Q5JSH3	ENSG00000131725.15
Q5JSL3	ENSG00000147251.17
Q5JSP0	ENSG00000127084.20
Q5JSZ5	ENSG00000288701.1
Q5JTH9	ENSG00000052749.15
Q5JTV8	ENSG00000143337.19
Q5JTW2	ENSG00000148019.15
Q5JVF3	ENSG00000126226.23
Q5JWF2	ENSG00000087460.29
Q5JWF8	ENSG00000288649.2
Q5JWR5	ENSG00000083097.15
Q5JXB2	ENSG00000292243.1
Q5K651	ENSG00000205413.8
Q5M775	ENSG00000128487.20
Q5M7Z0	ENSG00000189050.17
Q5MIZ7	ENSG00000275052.6
Q5PRF9	ENSG00000179134.17
Q5QP82	ENSG00000122741.17
Q5QT33	ENSG00000228299.9
Q5R372	ENSG00000152061.24
Q5RL73	ENSG00000127993.16
Q5S007	ENSG00000188906.18
Q5SNT2	ENSG00000188807.14
Q5SR56	ENSG00000148110.18
Q5SRE5	ENSG00000095319.15
Q5SSJ5	ENSG00000127483.21
Q5ST30	ENSG00000137411.20
Q5ST30	ENSG00000223494.11
Q5SVZ6	ENSG00000197056.13
Q5SW79	ENSG00000143702.18
Q5SW79	ENSG00000276725.4
Q5SWH9	ENSG00000159596.8
Q5SXM2	ENSG00000165684.7
Q5SY16	ENSG00000162408.12
Q5SZK8	ENSG00000150893.11
Q5SZL2	ENSG00000111860.15
Q5T011	ENSG00000198198.17
Q5T1M5	ENSG00000119321.11
Q5T1R4	ENSG00000127124.16
Q5T1V6	ENSG00000118197.15
Q5T280	ENSG00000198917.14
Q5T2E6	ENSG00000120029.14
Q5T2T1	ENSG00000150054.20
Q5T3F8	ENSG00000137216.20
Q5T3J3	ENSG00000121931.17
Q5T3U5	ENSG00000124574.17
Q5T447	ENSG00000126107.16
Q5T4F4	ENSG00000155256.19
Q5T4S7	ENSG00000127481.15
Q5T5C0	ENSG00000164506.17
Q5T5P2	ENSG00000120549.20
Q5T5U3	ENSG00000107863.21
Q5T5X7	ENSG00000178409.15
Q5T5Y3	ENSG00000130559.19
Q5T6F0	ENSG00000198876.14
Q5T6F2	ENSG00000137073.25
Q5T6S3	ENSG00000119403.16
Q5T8I3	ENSG00000162636.17
Q5T9L3	ENSG00000116729.15
Q5T9S5	ENSG00000122483.19
Q5TA45	ENSG00000127054.23
Q5TAX3	ENSG00000134744.15
Q5TBA9	ENSG00000073910.23
Q5TC12	ENSG00000123472.14
Q5TEC6	ENSG00000273213.4
Q5TEJ8	ENSG00000130775.17
Q5TF21	ENSG00000255330.9
Q5TF21	ENSG00000214338.11
Q5TF39	ENSG00000173214.7
Q5TFE4	ENSG00000178425.15
Q5THJ4	ENSG00000048707.15
Q5THK1	ENSG00000183530.15
Q5TKA1	ENSG00000183814.17
Q5TZA2	ENSG00000058453.18
Q5U3C3	ENSG00000157600.14
Q5U623	ENSG00000166669.15
Q5UE93	ENSG00000276231.6
Q5UIP0	ENSG00000080345.19
Q5VIR6	ENSG00000141252.21
Q5VIR6	ENSG00000283883.2
Q5VSL9	ENSG00000143093.16
Q5VT06	ENSG00000135837.19
Q5VT52	ENSG00000163125.17
Q5VTE6	ENSG00000174606.15
Q5VTR2	ENSG00000155827.13
Q5VU43	ENSG00000178104.22
Q5VUA4	ENSG00000171467.17
Q5VV42	ENSG00000145996.12
Q5VV67	ENSG00000148840.12
Q5VVJ2	ENSG00000162601.13
Q5VW32	ENSG00000162819.13
Q5VW36	ENSG00000188352.14
Q5VWK0	ENSG00000186086.19
Q5VWN6	ENSG00000108021.23
Q5VWQ0	ENSG00000081019.15
Q5VWQ8	ENSG00000136848.19
Q5VYK3	ENSG00000136813.16
Q5VYS8	ENSG00000083223.19
Q5VZ89	ENSG00000137145.22
Q5VZE5	ENSG00000135040.17
Q5VZK9	ENSG00000079691.20
Q5VZM2	ENSG00000083750.14
Q5W0B1	ENSG00000152193.9
Q5W0V3	ENSG00000151553.16
Q5W5X9	ENSG00000103852.14
Q5XKP0	ENSG00000174917.10
Q5XPI4	ENSG00000164068.17
Q5XUX1	ENSG00000132004.14
Q63HK5	ENSG00000121297.8
Q63HM2	ENSG00000126773.14
Q63HN8	ENSG00000173821.20
Q63ZY3	ENSG00000197256.12
Q641Q2	ENSG00000099290.18
Q658P3	ENSG00000115107.21
Q658Y4	ENSG00000176853.17
Q659A1	ENSG00000128915.13
Q66GS9	ENSG00000174799.13
Q66K14	ENSG00000197226.14
Q66K14	ENSG00000284400.2
Q66K64	ENSG00000132017.12
Q66K64	ENSG00000288453.1
Q66K74	ENSG00000130479.12
Q66K89	ENSG00000167967.17
Q66PJ3	ENSG00000182196.15
Q676U5	ENSG00000085978.23
Q676U5	ENSG00000281089.3
Q687X5	ENSG00000127954.14
Q68CL5	ENSG00000134779.16
Q68CP9	ENSG00000189079.19
Q68CQ4	ENSG00000117597.19
Q68CR1	ENSG00000091490.12
Q68CZ1	ENSG00000103494.17
Q68CZ2	ENSG00000136205.19
Q68DH5	ENSG00000164187.8
Q68DK2	ENSG00000072121.17
Q68DQ2	ENSG00000080200.10
Q68DX3	ENSG00000170324.21
Q68E01	ENSG00000143624.15
Q68E01	ENSG00000262826.5
Q68EA5	ENSG00000171970.15
Q68EM7	ENSG00000140750.18
Q68EM7	ENSG00000288353.1
Q69YN2	ENSG00000095485.19
Q69YN4	ENSG00000164944.13
Q69YQ0	ENSG00000100014.21
Q6AHZ1	ENSG00000177853.16
Q6AWC2	ENSG00000151718.17
Q6BDS2	ENSG00000065060.18
Q6DD88	ENSG00000184743.14
Q6DKI1	ENSG00000146223.17
Q6DKK2	ENSG00000011295.17
Q6DN14	ENSG00000175471.20
Q6DN90	ENSG00000144711.17
Q6EKJ0	ENSG00000174428.20
Q6EMB2	ENSG00000119685.21
Q6F5E8	ENSG00000159753.15
Q6FI81	ENSG00000005194.16
Q6GYQ0	ENSG00000174373.17
Q6I9Y2	ENSG00000163634.12
Q6IA69	ENSG00000172890.14
Q6IA86	ENSG00000134759.15
Q6IAN0	ENSG00000109016.19
Q6IBW4	ENSG00000025770.20
Q6IC98	ENSG00000075240.18
Q6ICG6	ENSG00000100364.20
Q6IPU0	ENSG00000188312.15
Q6IPU0	ENSG00000291348.1
Q6IQ26	ENSG00000184014.10
Q6IQ32	ENSG00000101544.10
Q6J4K2	ENSG00000089060.13
Q6JQN1	ENSG00000111271.16
Q6KB66	ENSG00000167767.14
Q6KC79	ENSG00000164190.19
Q6N063	ENSG00000111325.17
Q6N069	ENSG00000172766.20
Q6N075	ENSG00000182544.10
Q6NS38	ENSG00000189046.12
Q6NSI4	ENSG00000147231.14
Q6NSI8	ENSG00000162929.15
Q6NSJ5	ENSG00000171017.12
Q6NTF9	ENSG00000005486.18
Q6NUM6	ENSG00000277149.6
Q6NUM9	ENSG00000042445.15
Q6NUM9	ENSG00000292155.1
Q6NUN9	ENSG00000181220.19
Q6NUQ1	ENSG00000135249.9
Q6NUQ4	ENSG00000119777.21
Q6NUS6	ENSG00000119977.23
Q6NUT3	ENSG00000161091.16
Q6NW29	ENSG00000182552.15
Q6NW34	ENSG00000163608.16
Q6NXT4	ENSG00000152683.15
Q6NYC1	ENSG00000070495.16
Q6NZ63	ENSG00000105889.17
Q6P0N0	ENSG00000129534.15
Q6P158	ENSG00000163214.22
Q6P179	ENSG00000164308.19
Q6P1A2	ENSG00000111684.12
Q6P1J9	ENSG00000134371.16
Q6P1L8	ENSG00000180992.8
Q6P1M3	ENSG00000073350.15
Q6P1N0	ENSG00000132024.19
Q6P1N0	ENSG00000288293.1
Q6P1N9	ENSG00000147687.20
Q6P1N9	ENSG00000291730.1
Q6P1Q0	ENSG00000050426.17
Q6P1R4	ENSG00000169718.19
Q6P1X5	ENSG00000064313.13
Q6P2C8	ENSG00000160563.15
Q6P2E9	ENSG00000038358.16
Q6P2H3	ENSG00000130695.17
Q6P2Q9	ENSG00000174231.19
Q6P2Q9	ENSG00000274442.2
Q6P3S6	ENSG00000037637.12
Q6P3S6	ENSG00000291375.1
Q6P3W7	ENSG00000136021.20
Q6P3X3	ENSG00000018699.14
Q6P4A7	ENSG00000183605.18
Q6P4F7	ENSG00000198826.12
Q6P4F7	ENSG00000275568.4
Q6P4Q7	ENSG00000158158.13
Q6P4R8	ENSG00000170322.16
Q6P587	ENSG00000180185.13
Q6P5R6	ENSG00000163584.19
Q6P5S7	ENSG00000219200.12
Q6P5W5	ENSG00000147804.10
Q6P995	ENSG00000144369.15
Q6P996	ENSG00000179889.22
Q6P996	ENSG00000275498.5
Q6P996	ENSG00000276709.4
Q6P9B9	ENSG00000185085.2
Q6PCD5	ENSG00000168411.15
Q6PD62	ENSG00000198730.10
Q6PD74	ENSG00000103591.14
Q6PEV8	ENSG00000123575.10
Q6PFW1	ENSG00000168781.25
Q6PGP7	ENSG00000198677.14
Q6PH81	ENSG00000155330.10
Q6PHR2	ENSG00000140474.15
Q6PI26	ENSG00000144736.15
Q6PI48	ENSG00000117593.13
Q6PI78	ENSG00000164983.10
Q6PID6	ENSG00000113638.15
Q6PID8	ENSG00000128607.15
Q6PIJ6	ENSG00000145868.18
Q6PIW4	ENSG00000132436.14
Q6PIY7	ENSG00000164329.16
Q6PJ61	ENSG00000177051.7
Q6PJF5	ENSG00000129667.14
Q6PJG2	ENSG00000156030.15
Q6PJG6	ENSG00000106009.17
Q6PJP8	ENSG00000198924.9
Q6PJT7	ENSG00000100722.21
Q6PK04	ENSG00000185298.13
Q6PK18	ENSG00000181396.14
Q6PKC3	ENSG00000153066.14
Q6PKG0	ENSG00000155506.20
Q6PL18	ENSG00000156802.14
Q6Q0C0	ENSG00000131653.15
Q6R327	ENSG00000164327.15
Q6RFH5	ENSG00000133316.17
Q6SPF0	ENSG00000288488.2
Q6TFL3	ENSG00000164989.18
Q6TFL4	ENSG00000114796.17
Q6UB35	ENSG00000120254.17
Q6UB98	ENSG00000101745.18
Q6UB99	ENSG00000167522.18
Q6UN15	ENSG00000145216.18
Q6UUV7	ENSG00000140577.18
Q6UVJ0	ENSG00000156876.10
Q6UVK1	ENSG00000173546.8
Q6UW49	ENSG00000258484.5
Q6UW63	ENSG00000134901.15
Q6UW68	ENSG00000105518.15
Q6UWH6	ENSG00000144043.13
Q6UWJ1	ENSG00000150403.19
Q6UWP7	ENSG00000172954.15
Q6UWU4	ENSG00000198663.18
Q6UX98	ENSG00000174165.9
Q6UXD5	ENSG00000174938.16
Q6UXN9	ENSG00000164091.13
Q6UXY1	ENSG00000128298.19
Q6V1X1	ENSG00000074603.20
Q6VMQ6	ENSG00000171681.14
Q6VY07	ENSG00000175115.13
Q6W2J9	ENSG00000183337.19
Q6WRI0	ENSG00000152580.10
Q6XZF7	ENSG00000107554.18
Q6Y1H2	ENSG00000206527.11
Q6Y7W6	ENSG00000204120.17
Q6YBV0	ENSG00000180773.16
Q6YHK3	ENSG00000156535.15
Q6YHU6	ENSG00000115970.20
Q6YN16	ENSG00000119471.16
Q6ZMG9	ENSG00000172292.16
Q6ZMI0	ENSG00000162869.17
Q6ZMZ0	ENSG00000116514.18
Q6ZMZ3	ENSG00000176438.14
Q6ZN28	ENSG00000183742.14
Q6ZN54	ENSG00000140995.18
Q6ZN55	ENSG00000105732.14
Q6ZN66	ENSG00000183347.16
Q6ZNA4	ENSG00000157450.17
Q6ZNJ1	ENSG00000160796.19
Q6ZP29	ENSG00000040487.14
Q6ZP82	ENSG00000163492.17
Q6ZRI6	ENSG00000167173.20
Q6ZRQ5	ENSG00000146263.13
Q6ZRS2	ENSG00000080603.18
Q6ZRV2	ENSG00000180921.8
Q6ZRV2	ENSG00000273889.2
Q6ZS10	ENSG00000187912.12
Q6ZS17	ENSG00000039523.21
Q6ZS30	ENSG00000144426.19
Q6ZS81	ENSG00000128815.21
Q6ZSZ5	ENSG00000104880.19
Q6ZT07	ENSG00000109436.9
Q6ZT12	ENSG00000144357.19
Q6ZT21	ENSG00000188167.9
Q6ZT62	ENSG00000285304.1
Q6ZT98	ENSG00000137941.18
Q6ZTW0	ENSG00000141933.9
Q6ZUJ8	ENSG00000155629.16
Q6ZUM4	ENSG00000159314.14
Q6ZUM4	ENSG00000276907.4
Q6ZUM4	ENSG00000276836.4
Q6ZUT9	ENSG00000170456.17
Q6ZV29	ENSG00000130653.17
Q6ZV73	ENSG00000180263.15
Q6ZVD8	ENSG00000040199.19
Q6ZVM7	ENSG00000175662.20
Q6ZW49	ENSG00000157212.21
Q6ZWJ1	ENSG00000166263.14
Q6ZWT7	ENSG00000143797.13
Q6ZXV5	ENSG00000139324.13
Q709C8	ENSG00000129003.19
Q70CQ1	ENSG00000164663.16
Q70CQ2	ENSG00000115464.15
Q70EL2	ENSG00000123552.19
Q70J99	ENSG00000092929.14
Q70SY1	ENSG00000182158.17
Q71F56	ENSG00000123066.9
Q71RC2	ENSG00000161813.24
Q71RG4	ENSG00000168591.17
Q71SY5	ENSG00000104973.20
Q71U36	ENSG00000167552.17
Q75QN2	ENSG00000164941.15
Q75T13	ENSG00000197121.16
Q75V66	ENSG00000171714.14
Q76FK4	ENSG00000198000.13
Q76FK4	ENSG00000291347.1
Q76I76	ENSG00000141298.19
Q76L83	ENSG00000143970.18
Q76N32	ENSG00000011523.16
Q76N89	ENSG00000002746.16
Q7KZ85	ENSG00000109111.16
Q7KZF4	ENSG00000197157.12
Q7KZN9	ENSG00000014919.14
Q7L014	ENSG00000145833.17
Q7L0R7	ENSG00000146083.14
Q7L1Q6	ENSG00000082153.19
Q7L1V2	ENSG00000103111.15
Q7L273	ENSG00000104756.17
Q7L2E3	ENSG00000132153.16
Q7L2H7	ENSG00000149100.14
Q7L4I2	ENSG00000111011.19
Q7L513	ENSG00000132185.19
Q7L576	ENSG00000273749.6
Q7L576	ENSG00000288461.1
Q7L590	ENSG00000065328.18
Q7L5N1	ENSG00000168090.11
Q7L5Y9	ENSG00000090316.17
Q7L622	ENSG00000092140.17
Q7L775	ENSG00000178567.8
Q7L7V1	ENSG00000089876.13
Q7L7X3	ENSG00000160551.13
Q7L8L6	ENSG00000215251.5
Q7L8W6	ENSG00000134146.13
Q7L9L4	ENSG00000173542.9
Q7LBC6	ENSG00000120733.16
Q7LBR1	ENSG00000255112.3
Q7LDG7	ENSG00000068831.20
Q7LG56	ENSG00000048392.14
Q7LGA3	ENSG00000267561.2
Q7LGA3	ENSG00000153936.18
Q7RTP0	ENSG00000170113.17
Q7RTP0	ENSG00000288478.1
Q7RTP6	ENSG00000243156.9
Q7RTR2	ENSG00000167984.19
Q7RTS9	ENSG00000141627.15
Q7Z2E3	ENSG00000137074.21
Q7Z2K6	ENSG00000099219.16
Q7Z2T5	ENSG00000121486.13
Q7Z2W4	ENSG00000105939.15
Q7Z2Z1	ENSG00000140534.15
Q7Z333	ENSG00000107290.15
Q7Z388	ENSG00000156162.17
Q7Z392	ENSG00000168538.17
Q7Z3B4	ENSG00000138750.17
Q7Z3E1	ENSG00000163659.14
Q7Z3E5	ENSG00000135931.20
Q7Z3F1	ENSG00000163328.15
Q7Z3J2	ENSG00000103544.18
Q7Z3K3	ENSG00000143442.24
Q7Z3T8	ENSG00000039319.18
Q7Z3U7	ENSG00000061987.17
Q7Z3V4	ENSG00000151148.15
Q7Z401	ENSG00000174485.17
Q7Z403	ENSG00000141524.20
Q7Z406	ENSG00000105357.21
Q7Z412	ENSG00000215193.15
Q7Z429	ENSG00000178719.18
Q7Z434	ENSG00000088888.19
Q7Z449	ENSG00000155016.19
Q7Z460	ENSG00000074054.22
Q7Z478	ENSG00000067248.12
Q7Z4G4	ENSG00000066651.21
Q7Z4H8	ENSG00000178202.14
Q7Z4L5	ENSG00000123607.17
Q7Z4Q2	ENSG00000155393.15
Q7Z4S6	ENSG00000139116.20
Q7Z4W1	ENSG00000169738.9
Q7Z569	ENSG00000089234.17
Q7Z5J4	ENSG00000108557.21
Q7Z5K2	ENSG00000062650.21
Q7Z5L9	ENSG00000168264.13
Q7Z5Q5	ENSG00000130997.16
Q7Z5Y7	ENSG00000112078.15
Q7Z628	ENSG00000173848.20
Q7Z6A9	ENSG00000186265.12
Q7Z6E9	ENSG00000122257.21
Q7Z6I6	ENSG00000186517.14
Q7Z6J8	ENSG00000118420.18
Q7Z6L1	ENSG00000205356.11
Q7Z6M1	ENSG00000136933.18
Q7Z6M2	ENSG00000165355.9
Q7Z6Z7	ENSG00000086758.18
Q7Z739	ENSG00000185728.18
Q7Z7A1	ENSG00000119397.20
Q7Z7A3	ENSG00000142544.8
Q7Z7A4	ENSG00000168297.17
Q7Z7B0	ENSG00000118407.16
Q7Z7F7	ENSG00000162910.20
Q7Z7G8	ENSG00000132549.20
Q7Z7L1	ENSG00000172716.18
Q7Z7L7	ENSG00000160445.12
Q7Z7L8	ENSG00000187479.9
Q7Z7M0	ENSG00000105429.13
Q86SF2	ENSG00000109586.13
Q86SG6	ENSG00000160602.15
Q86SQ0	ENSG00000144824.22
Q86SQ7	ENSG00000054282.17
Q86SQ7	ENSG00000276111.3
Q86SQ9	ENSG00000117682.19
Q86SR1	ENSG00000164574.17
Q86SX3	ENSG00000185347.20
Q86T82	ENSG00000135913.12
Q86T90	ENSG00000150477.16
Q86TB9	ENSG00000166889.15
Q86TG7	ENSG00000242265.6
Q86TI0	ENSG00000065882.19
Q86TI2	ENSG00000142002.20
Q86TM6	ENSG00000162298.20
Q86TU7	ENSG00000183576.14
Q86TW2	ENSG00000063761.17
Q86U86	ENSG00000163939.20
Q86U90	ENSG00000196449.5
Q86UA6	ENSG00000129197.16
Q86UB9	ENSG00000166575.18
Q86UD5	ENSG00000164038.17
Q86UE4	ENSG00000147649.11
Q86UL3	ENSG00000158669.12
Q86UP2	ENSG00000126777.19
Q86UQ4	ENSG00000179869.15
Q86UT8	ENSG00000186166.10
Q86UT8	ENSG00000280975.3
Q86UV5	ENSG00000090686.17
Q86UW9	ENSG00000091073.21
Q86V20	ENSG00000122376.13
Q86V21	ENSG00000081760.18
Q86V24	ENSG00000006831.11
Q86V24	ENSG00000285070.2
Q86V48	ENSG00000169641.16
Q86VD9	ENSG00000119227.9
Q86VH2	ENSG00000165115.16
Q86VI3	ENSG00000183856.12
Q86VI3	ENSG00000291754.1
Q86VP1	ENSG00000106052.15
Q86VP6	ENSG00000111530.14
Q86VR2	ENSG00000141699.12
Q86VS8	ENSG00000168172.10
Q86VV8	ENSG00000176225.16
Q86VW0	ENSG00000187231.15
Q86VX2	ENSG00000149600.13
Q86VY4	ENSG00000180543.5
Q86W34	ENSG00000196704.15
Q86W92	ENSG00000110841.15
Q86WA8	ENSG00000102910.15
Q86WB0	ENSG00000091732.19
Q86WH2	ENSG00000153179.16
Q86WI1	ENSG00000205038.12
Q86WI3	ENSG00000140853.18
Q86WJ1	ENSG00000131778.21
Q86WK9	ENSG00000182749.7
Q86WQ0	ENSG00000184162.16
Q86WR7	ENSG00000148426.14
Q86WT1	ENSG00000197557.7
Q86WV6	ENSG00000184584.15
Q86WV6	ENSG00000288243.1
Q86X10	ENSG00000170471.16
Q86X55	ENSG00000142453.13
Q86X83	ENSG00000114744.10
Q86XA9	ENSG00000129493.16
Q86XI2	ENSG00000146918.21
Q86XK2	ENSG00000138081.23
Q86XL3	ENSG00000176915.15
Q86XN7	ENSG00000120685.21
Q86XP3	ENSG00000198231.15
Q86XR8	ENSG00000166037.12
Q86XS8	ENSG00000113269.15
Q86XZ4	ENSG00000123352.19
Q86Y07	ENSG00000028116.19
Q86Y13	ENSG00000198919.14
Q86Y39	ENSG00000174886.16
Q86Y39	ENSG00000292058.1
Q86Y56	ENSG00000164818.17
Q86Y91	ENSG00000186185.15
Q86YA3	ENSG00000138658.18
Q86YD1	ENSG00000104960.15
Q86YH6	ENSG00000164494.13
Q86YJ6	ENSG00000144115.19
Q86YM7	ENSG00000152413.16
Q86YP4	ENSG00000167491.19
Q86YQ8	ENSG00000139117.15
Q86YS7	ENSG00000111731.14
Q86YV0	ENSG00000105122.14
Q86YV5	ENSG00000275342.7
Q86YW9	ENSG00000144893.14
Q86Z02	ENSG00000163349.23
Q8IU68	ENSG00000167895.17
Q8IU81	ENSG00000170604.5
Q8IU85	ENSG00000183049.14
Q8IUD2	ENSG00000082805.22
Q8IUG5	ENSG00000133454.16
Q8IUH3	ENSG00000155636.17
Q8IUI8	ENSG00000176390.13
Q8IUR0	ENSG00000181029.10
Q8IUR7	ENSG00000114098.19
Q8IUX1	ENSG00000171204.13
Q8IUX7	ENSG00000106624.12
Q8IUZ5	ENSG00000175309.17
Q8IV38	ENSG00000106524.10
Q8IV53	ENSG00000205744.11
Q8IV63	ENSG00000105053.12
Q8IVD9	ENSG00000015676.19
Q8IVF2	ENSG00000185567.7
Q8IVF7	ENSG00000161791.15
Q8IVG5	ENSG00000177409.13
Q8IVH2	ENSG00000137166.19
Q8IVJ1	ENSG00000133065.12
Q8IVL5	ENSG00000090530.11
Q8IVL6	ENSG00000110811.21
Q8IVM0	ENSG00000152492.16
Q8IVS8	ENSG00000168237.19
Q8IW35	ENSG00000182504.12
Q8IW93	ENSG00000142632.18
Q8IW93	ENSG00000291381.1
Q8IWA0	ENSG00000115368.11
Q8IWA4	ENSG00000171109.20
Q8IWA5	ENSG00000129353.16
Q8IWB7	ENSG00000085449.16
Q8IWC1	ENSG00000129680.17
Q8IWD4	ENSG00000159873.11
Q8IWE2	ENSG00000197712.13
Q8IWE5	ENSG00000116786.16
Q8IWF6	ENSG00000174839.14
Q8IWI9	ENSG00000174197.20
Q8IWJ2	ENSG00000135968.23
Q8IWR0	ENSG00000122299.12
Q8IWR1	ENSG00000213186.9
Q8IWT3	ENSG00000112659.15
Q8IWU2	ENSG00000164715.7
Q8IWU5	ENSG00000196562.17
Q8IWV7	ENSG00000159459.13
Q8IWV8	ENSG00000024048.12
Q8IWX5	ENSG00000163082.11
Q8IWX8	ENSG00000085872.16
Q8IWY9	ENSG00000140326.14
Q8IWZ3	ENSG00000131503.22
Q8IWZ3	ENSG00000254996.5
Q8IWZ6	ENSG00000138686.11
Q8IWZ8	ENSG00000105705.17
Q8IX01	ENSG00000064607.18
Q8IX12	ENSG00000060339.15
Q8IX18	ENSG00000108406.11
Q8IX21	ENSG00000119906.14
Q8IX90	ENSG00000165480.17
Q8IXB1	ENSG00000077232.20
Q8IXH7	ENSG00000101158.16
Q8IXI1	ENSG00000140983.16
Q8IXI2	ENSG00000126858.20
Q8IXJ9	ENSG00000171456.23
Q8IXQ5	ENSG00000122550.19
Q8IXQ6	ENSG00000138496.18
Q8IXT5	ENSG00000183808.13
Q8IXW5	ENSG00000122484.10
Q8IY17	ENSG00000032444.17
Q8IY18	ENSG00000198887.10
Q8IY21	ENSG00000137628.19
Q8IY22	ENSG00000153815.18
Q8IY34	ENSG00000110446.13
Q8IY37	ENSG00000150990.10
Q8IY47	ENSG00000170852.13
Q8IY63	ENSG00000166025.19
Q8IY81	ENSG00000108592.18
Q8IYB3	ENSG00000133226.20
Q8IYB7	ENSG00000144535.21
Q8IYD8	ENSG00000187790.13
Q8IYI6	ENSG00000116903.7
Q8IYK4	ENSG00000198756.12
Q8IYM9	ENSG00000132274.18
Q8IYT2	ENSG00000180917.19
Q8IYU8	ENSG00000165487.15
Q8IYX8	ENSG00000183137.17
Q8IZ07	ENSG00000076513.18
Q8IZ52	ENSG00000123989.16
Q8IZ73	ENSG00000166133.19
Q8IZ83	ENSG00000161618.11
Q8IZE3	ENSG00000000457.15
Q8IZH2	ENSG00000114127.12
Q8IZL8	ENSG00000141456.17
Q8IZM8	ENSG00000175105.9
Q8IZP0	ENSG00000136754.19
Q8IZQ1	ENSG00000163625.17
Q8IZT6	ENSG00000066279.20
Q8IZV5	ENSG00000121039.11
Q8IZY2	ENSG00000064687.13
Q8N0S6	ENSG00000120334.17
Q8N0T1	ENSG00000176731.13
Q8N0W3	ENSG00000157353.18
Q8N0W4	ENSG00000146938.17
Q8N0X2	ENSG00000144451.20
Q8N0X4	ENSG00000125246.17
Q8N0X7	ENSG00000133104.15
Q8N0Z3	ENSG00000163611.12
Q8N0Z3	ENSG00000285943.1
Q8N108	ENSG00000198160.15
Q8N122	ENSG00000141564.16
Q8N128	ENSG00000151327.15
Q8N137	ENSG00000170037.15
Q8N138	ENSG00000172057.11
Q8N139	ENSG00000154262.14
Q8N157	ENSG00000135541.23
Q8N163	ENSG00000158941.18
Q8N196	ENSG00000177045.11
Q8N1B3	ENSG00000262919.9
Q8N1B4	ENSG00000206286.11
Q8N1B4	ENSG00000236014.10
Q8N1B4	ENSG00000228425.9
Q8N1B4	ENSG00000224455.9
Q8N1B4	ENSG00000223501.10
Q8N1B4	ENSG00000225590.9
Q8N1E6	ENSG00000171823.8
Q8N1F7	ENSG00000102900.14
Q8N1F8	ENSG00000144589.23
Q8N1G2	ENSG00000137200.14
Q8N1G4	ENSG00000130764.11
Q8N1W1	ENSG00000214944.11
Q8N1W2	ENSG00000140548.11
Q8N201	ENSG00000164880.17
Q8N283	ENSG00000198483.14
Q8N2K1	ENSG00000160087.22
Q8N2Z9	ENSG00000175279.22
Q8N2Z9	ENSG00000251503.8
Q8N302	ENSG00000164252.14
Q8N357	ENSG00000213699.10
Q8N3A8	ENSG00000151883.21
Q8N3C0	ENSG00000112249.15
Q8N3I7	ENSG00000163093.13
Q8N3J2	ENSG00000101574.16
Q8N3J3	ENSG00000125319.16
Q8N3J5	ENSG00000163644.16
Q8N3P4	ENSG00000156931.18
Q8N3S3	ENSG00000006576.18
Q8N3U4	ENSG00000101972.21
Q8N3Z3	ENSG00000163607.19
Q8N442	ENSG00000151806.15
