uniprot_id,gene_id
Q8IWU5,ENSG00000196562
Q8IWV7,ENSG00000159459
Q8IWV8,ENSG00000024048
Q8IWX5,ENSG00000163082
Q8IWX8,ENSG00000085872
Q8IWY9,ENSG00000140326
Q8IWZ3,ENSG00000131503
Q8IWZ3,ENSG00000254996
Q8IWZ6,ENSG00000138686
Q8IWZ8,ENSG00000105705
Q8IX01,ENSG00000064607
Q8IX12,ENSG00000060339
Q8IX18,ENSG00000108406
Q8IX21,ENSG00000119906
Q8IX90,ENSG00000165480
Q8IXB1,ENSG00000077232
Q8IXH7,ENSG00000101158
Q8IXI1,ENSG00000140983
Q8IXI2,ENSG00000126858
Q8IXJ9,ENSG00000171456
Q8IXQ5,ENSG00000122550
Q8IXQ6,ENSG00000138496
Q8IXT5,ENSG00000183808
Q8IXW5,ENSG00000122484
Q8IY17,ENSG00000032444
Q8IY18,ENSG00000198887
Q8IY21,ENSG00000137628
Q8IY22,ENSG00000153815
Q8IY34,ENSG00000110446
Q8IY37,ENSG00000150990
Q8IY47,ENSG00000170852
Q8IY63,ENSG00000166025
Q8IY81,ENSG00000108592
Q8IYB3,ENSG00000133226
Q8IYB7,ENSG00000144535
Q8IYD8,ENSG00000187790
Q8IYI6,ENSG00000116903
Q8IYK4,ENSG00000198756
Q8IYM9,ENSG00000132274
Q8IYT2,ENSG00000180917
Q8IYU8,ENSG00000165487
Q8IYX8,ENSG00000183137
Q8IZ07,ENSG00000076513
Q8IZ52,ENSG00000123989
Q8IZ73,ENSG00000166133
Q8IZ83,ENSG00000161618
Q8IZE3,ENSG00000000457
Q8IZH2,ENSG00000114127
Q8IZL8,ENSG00000141456
Q8IZM8,ENSG00000175105
Q8IZP0,ENSG00000136754
Q8IZQ1,ENSG00000163625
Q8IZT6,ENSG00000066279
Q8IZV5,ENSG00000121039
Q8IZY2,ENSG00000064687
Q8N0S6,ENSG00000120334
Q8N0T1,ENSG00000176731
Q8N0W3,ENSG00000157353
Q8N0W4,ENSG00000146938
Q8N0X2,ENSG00000144451
Q8N0X4,ENSG00000125246
Q8N0X7,ENSG00000133104
Q8N0Z3,ENSG00000163611
Q8N108,ENSG00000198160
Q8N122,ENSG00000141564
Q8N128,ENSG00000151327
Q8N137,ENSG00000170037
Q8N138,ENSG00000172057
Q8N139,ENSG00000154262
Q8N157,ENSG00000135541
Q8N163,ENSG00000158941
Q8N196,ENSG00000177045
Q8N1B3,ENSG00000262919
Q8N1B4,ENSG00000223501
Q8N1E6,ENSG00000171823
Q8N1F7,ENSG00000102900
Q8N1F8,ENSG00000144589
Q8N1G2,ENSG00000137200
Q8N1G4,ENSG00000130764
Q8N1W1,ENSG00000214944
Q8N1W2,ENSG00000140548
Q8N201,ENSG00000164880
Q8N283,ENSG00000198483
Q8N2K1,ENSG00000160087
Q8N2Z9,ENSG00000175279
Q8N2Z9,ENSG00000251503
Q8N302,ENSG00000164252
Q8N357,ENSG00000213699
Q8N3A8,ENSG00000151883
Q8N3C0,ENSG00000112249
Q8N3I7,ENSG00000163093
Q8N3J2,ENSG00000101574
Q8N3J3,ENSG00000125319
Q8N3J5,ENSG00000163644
Q8N3P4,ENSG00000156931
Q8N3S3,ENSG00000006576
Q8N3U4,ENSG00000101972
Q8N3Z3,ENSG00000163607
Q8N442,ENSG00000151806
Q8N4C6,ENSG00000100503
Q8N4C8,ENSG00000141503
Q8N4H5,ENSG00000175768
Q8N4J0,ENSG00000156017
Q8N4N3,ENSG00000135686
Q8N4Q0,ENSG00000180011
Q8N4S0,ENSG00000149231
Q8N4S7,ENSG00000162073
Q8N4T0,ENSG00000165078
Q8N4U5,ENSG00000166046
Q8N511,ENSG00000244045
Q8N531,ENSG00000182325
Q8N543,ENSG00000087263
Q8N5C6,ENSG00000068784
Q8N5G2,ENSG00000204178
Q8N5H7,ENSG00000095370
Q8N5I4,ENSG00000169084
Q8N5M4,ENSG00000162222
Q8N5M9,ENSG00000171135
Q8N5T2,ENSG00000109680
Q8N5U6,ENSG00000022840
Q8N5V2,ENSG00000066248
Q8N5Y2,ENSG00000005302
Q8N653,ENSG00000099949
Q8N680,ENSG00000181472
Q8N682,ENSG00000136048
Q8N684,ENSG00000149532
Q8N697,ENSG00000139370
Q8N6L1,ENSG00000163463
Q8N6S4,ENSG00000118454
Q8N6S5,ENSG00000177917
Q8N6T7,ENSG00000077463
Q8N6V9,ENSG00000151575
Q8N766,ENSG00000127463
Q8N884,ENSG00000164430
Q8N8A6,ENSG00000185163
Q8N8D1,ENSG00000090470
Q8N8V2,ENSG00000213512
Q8N8Y2,ENSG00000147614
Q8N961,ENSG00000166016
Q8N983,ENSG00000055950
Q8N9M1,ENSG00000160392
Q8N9N2,ENSG00000138303
Q8N9T8,ENSG00000129347
Q8NA42,ENSG00000188283
Q8NA72,ENSG00000152359
Q8NAF0,ENSG00000218891
Q8NAP3,ENSG00000177311
Q8NB14,ENSG00000170185
Q8NB46,ENSG00000139645
Q8NB66,ENSG00000137766
Q8NB91,ENSG00000181544
Q8NBE8,ENSG00000213160
Q8NBF2,ENSG00000196865
Q8NBF6,ENSG00000105778
Q8NBI5,ENSG00000134802
Q8NBJ5,ENSG00000130309
Q8NBM8,ENSG00000145882
Q8NBP0,ENSG00000143643
Q8NBQ5,ENSG00000198189
Q8NBS9,ENSG00000239264
Q8NBU5,ENSG00000138138
Q8NBX0,ENSG00000143653
Q8NBZ0,ENSG00000169592
Q8NC44,ENSG00000144567
Q8NC51,ENSG00000142864
Q8NCD3,ENSG00000123485
Q8NCF5,ENSG00000176953
Q8NCH0,ENSG00000169105
Q8NCJ5,ENSG00000167778
Q8NCM8,ENSG00000187240
Q8NCT1,ENSG00000140450
Q8NCW0,ENSG00000131650
Q8NCW5,ENSG00000163382
Q8NCY6,ENSG00000170903
Q8ND04,ENSG00000167447
Q8ND30,ENSG00000166387
Q8ND61,ENSG00000131379
Q8ND83,ENSG00000139737
Q8ND90,ENSG00000176903
Q8NDA8,ENSG00000179832
Q8NDB2,ENSG00000153064
Q8NDC0,ENSG00000168175
Q8NDI1,ENSG00000115504
Q8NDX1,ENSG00000125637
Q8NDX5,ENSG00000173889
Q8NDZ2,ENSG00000170085
Q8NDZ6,ENSG00000164180
Q8NE00,ENSG00000109066
Q8NE01,ENSG00000168763
Q8NE35,ENSG00000107864
Q8NE71,ENSG00000204574
Q8NEA4,ENSG00000153832
Q8NEB9,ENSG00000078142
Q8NEG7,ENSG00000205593
Q8NEJ9,ENSG00000129460
Q8NEL9,ENSG00000100523
Q8NEM2,ENSG00000171241
Q8NEN9,ENSG00000165650
Q8NEU8,ENSG00000136044
Q8NEW0,ENSG00000162695
Q8NEY1,ENSG00000134369
Q8NEY4,ENSG00000143882
Q8NEY8,ENSG00000134283
Q8NEZ3,ENSG00000157796
Q8NEZ4,ENSG00000055609
Q8NF37,ENSG00000153395
Q8NF50,ENSG00000107099
Q8NF64,ENSG00000122515
Q8NF91,ENSG00000131018
Q8NFA0,ENSG00000170832
Q8NFB2,ENSG00000269556
Q8NFC6,ENSG00000038219
Q8NFD5,ENSG00000049618
Q8NFF5,ENSG00000160688
Q8NFH4,ENSG00000075188
Q8NFH5,ENSG00000163002
Q8NFJ5,ENSG00000013588
Q8NFJ9,ENSG00000174483
Q8NFJ9,ENSG00000256349
Q8NFQ8,ENSG00000169905
Q8NFZ0,ENSG00000134452
Q8NFZ5,ENSG00000168884
Q8NG27,ENSG00000181191
Q8NG31,ENSG00000137812
Q8NHH9,ENSG00000119787
Q8NHJ6,ENSG00000186818
Q8NHM5,ENSG00000089094
Q8NHQ9,ENSG00000111364
Q8NHU6,ENSG00000196116
Q8NHV4,ENSG00000139350
Q8NI08,ENSG00000111912
Q8NI27,ENSG00000125676
Q8NI36,ENSG00000134987
Q8NI77,ENSG00000121621
Q8TA94,ENSG00000188868
Q8TAE8,ENSG00000179271
Q8TAF3,ENSG00000114742
Q8TAG9,ENSG00000138190
Q8TAM1,ENSG00000179941
Q8TAP6,ENSG00000101624
Q8TAP8,ENSG00000160813
Q8TAP9,ENSG00000168303
Q8TAS1,ENSG00000152332
Q8TAT5,ENSG00000109674
Q8TAT6,ENSG00000182446
Q8TB24,ENSG00000100599
Q8TB36,ENSG00000104381
Q8TB61,ENSG00000157593
Q8TB72,ENSG00000055917
Q8TB96,ENSG00000129636
Q8TBB0,ENSG00000174796
Q8TBC3,ENSG00000160410
Q8TBE0,ENSG00000140320
Q8TBK2,ENSG00000103037
Q8TBX8,ENSG00000166908
Q8TC12,ENSG00000072042
Q8TCG1,ENSG00000163507
Q8TCG2,ENSG00000038210
Q8TCJ0,ENSG00000147364
Q8TCJ2,ENSG00000163527
Q8TCN5,ENSG00000168813
Q8TCT6,ENSG00000157837
Q8TCT7,ENSG00000005206
Q8TCT9,ENSG00000101294
Q8TCU4,ENSG00000116127
Q8TCU6,ENSG00000124126
Q8TCY9,ENSG00000106608
Q8TD16,ENSG00000185963
Q8TD19,ENSG00000119638
Q8TD26,ENSG00000124177
Q8TD31,ENSG00000204536
Q8TD47,ENSG00000280969
Q8TDB6,ENSG00000163840
Q8TDD1,ENSG00000123064
Q8TDJ6,ENSG00000104093
Q8TDN4,ENSG00000134508
Q8TDW0,ENSG00000171488
Q8TDW4,ENSG00000007341
Q8TDW7,ENSG00000165323
Q8TDX6,ENSG00000147408
Q8TDX7,ENSG00000151414
Q8TDY2,ENSG00000023287
Q8TDZ2,ENSG00000135596
Q8TE76,ENSG00000133131
Q8TE82,ENSG00000125089
Q8TEA7,ENSG00000145348
Q8TEA8,ENSG00000125821
Q8TEB9,ENSG00000144468
Q8TED0,ENSG00000164338
Q8TEH3,ENSG00000119522
Q8TEK3,ENSG00000104885
Q8TEL6,ENSG00000100991
Q8TEM1,ENSG00000132182
Q8TEP8,ENSG00000101639
Q8TEQ0,ENSG00000048471
Q8TEQ6,ENSG00000082516
Q8TEQ8,ENSG00000165282
Q8TES7,ENSG00000188878
Q8TET4,ENSG00000214013
Q8TEU7,ENSG00000158987
Q8TEV9,ENSG00000176994
Q8TEW0,ENSG00000148498
Q8TEX9,ENSG00000196497
Q8TEY7,ENSG00000077254
Q8TEZ7,ENSG00000170915
Q8TF05,ENSG00000154845
Q8TF40,ENSG00000217128
Q8TF46,ENSG00000166938
Q8TF62,ENSG00000104043
Q8TF72,ENSG00000138771
Q8TF74,ENSG00000171475
Q8WTP8,ENSG00000181026
Q8WTT2,ENSG00000173145
Q8WTW3,ENSG00000166685
Q8WTW4,ENSG00000114388
Q8WU10,ENSG00000121350
Q8WU17,ENSG00000170881
Q8WU39,ENSG00000170476
Q8WU67,ENSG00000158201
Q8WU76,ENSG00000184178
Q8WU79,ENSG00000084070
Q8WUA2,ENSG00000131013
Q8WUA4,ENSG00000115207
Q8WUA7,ENSG00000054611
Q8WUB8,ENSG00000130024
Q8WUD6,ENSG00000111666
Q8WUF5,ENSG00000104881
Q8WUF8,ENSG00000113391
Q8WUH2,ENSG00000135966
Q8WUI4,ENSG00000061273
Q8WUJ3,ENSG00000103888
Q8WUM0,ENSG00000069248
Q8WUM4,ENSG00000170248
Q8WUM9,ENSG00000144136
Q8WUU4,ENSG00000170684
Q8WUX1,ENSG00000017483
Q8WUX9,ENSG00000147457
Q8WUY3,ENSG00000106772
Q8WUY9,ENSG00000035499
Q8WV16,ENSG00000119599
Q8WV28,ENSG00000095585
Q8WV44,ENSG00000146063
Q8WV92,ENSG00000158411
Q8WVB3,ENSG00000169660
Q8WVB6,ENSG00000127586
Q8WVC6,ENSG00000172992
Q8WVK7,ENSG00000182628
Q8WVM0,ENSG00000029639
Q8WVM7,ENSG00000118007
Q8WVM8,ENSG00000092108
Q8WVP7,ENSG00000105983
Q8WVT3,ENSG00000171853
Q8WVV5,ENSG00000124508
Q8WVX9,ENSG00000197601
Q8WVY7,ENSG00000164332
Q8WVZ9,ENSG00000120696
Q8WW24,ENSG00000163060
Q8WW59,ENSG00000176422
Q8WWH5,ENSG00000165832
Q8WWI1,ENSG00000136153
Q8WWI5,ENSG00000070214
Q8WWM7,ENSG00000168488
Q8WWQ0,ENSG00000146247
Q8WWW0,ENSG00000266094
Q8WWY3,ENSG00000105618
Q8WWZ7,ENSG00000154265
Q8WX92,ENSG00000188986
Q8WX93,ENSG00000129116
Q8WXE1,ENSG00000164053
Q8WXG6,ENSG00000110514
Q8WXH0,ENSG00000054654
Q8WXI7,ENSG00000181143
Q8WXI9,ENSG00000143614
Q8WXW3,ENSG00000083535
Q8WXX5,ENSG00000213551
Q8WXX7,ENSG00000158321
Q8WY22,ENSG00000184992
Q8WY64,ENSG00000007944
Q8WY91,ENSG00000176946
Q8WYA0,ENSG00000122970
Q8WYA1,ENSG00000029153
Q8WYA6,ENSG00000132792
Q8WYB5,ENSG00000156650
Q8WYJ6,ENSG00000180096
Q8WYN3,ENSG00000178662
Q8WYP5,ENSG00000153207
Q8WYR1,ENSG00000141506
Q8WZ19,ENSG00000174943
Q8WZ60,ENSG00000172578
Q8WZ64,ENSG00000047365
Q8WZA9,ENSG00000167378
Q92466,ENSG00000134574
Q92499,ENSG00000079785
Q92502,ENSG00000130052
Q92503,ENSG00000129657
Q92504,ENSG00000112473
Q92508,ENSG00000103335
Q92526,ENSG00000132141
Q92530,ENSG00000125818
Q92538,ENSG00000107862
Q92540,ENSG00000116698
Q92541,ENSG00000137815
Q92542,ENSG00000162736
Q92544,ENSG00000101337
Q92545,ENSG00000075568
Q92547,ENSG00000163781
Q92551,ENSG00000176095
Q92552,ENSG00000113048
Q92556,ENSG00000155849
Q92558,ENSG00000112290
Q92560,ENSG00000163930
Q92562,ENSG00000112367
Q92572,ENSG00000177879
Q92574,ENSG00000165699
Q92575,ENSG00000144224
Q92576,ENSG00000118482
Q92585,ENSG00000161021
Q92598,ENSG00000120694
Q92599,ENSG00000164402
Q92600,ENSG00000144580
Q92604,ENSG00000123684
Q92608,ENSG00000134516
Q92609,ENSG00000131374
Q92611,ENSG00000134109
Q92613,ENSG00000102221
Q92614,ENSG00000196535
Q92615,ENSG00000107929
Q92616,ENSG00000089154
Q92619,ENSG00000180448
Q92620,ENSG00000140829
Q92621,ENSG00000155561
Q92624,ENSG00000062725
Q92626,ENSG00000130508
Q92643,ENSG00000142892
Q92667,ENSG00000121057
Q92673,ENSG00000137642
Q92674,ENSG00000102384
Q92685,ENSG00000214160
Q92688,ENSG00000136938
Q92696,ENSG00000100949
Q92698,ENSG00000085999
Q92729,ENSG00000060656
Q92753,ENSG00000198963
Q92759,ENSG00000213780
Q92766,ENSG00000124782
Q92769,ENSG00000196591
Q92783,ENSG00000136738
Q92791,ENSG00000141696
Q92793,ENSG00000005339
Q92794,ENSG00000083168
Q92797,ENSG00000125755
Q92802,ENSG00000244754
Q92805,ENSG00000136935
Q92813,ENSG00000211448
Q92830,ENSG00000108773
Q92835,ENSG00000168918
Q92841,ENSG00000100201
Q92845,ENSG00000075945
Q92851,ENSG00000003400
Q92878,ENSG00000113522
Q92879,ENSG00000149187
Q92888,ENSG00000076928
Q92889,ENSG00000175595
Q92896,ENSG00000090863
Q92900,ENSG00000005007
Q92902,ENSG00000107521
Q92905,ENSG00000121022
Q92917,ENSG00000068394
Q92918,ENSG00000104814
Q92922,ENSG00000173473
Q92925,ENSG00000108604
Q92932,ENSG00000155093
Q92945,ENSG00000088247
Q92947,ENSG00000105607
Q92963,ENSG00000143622
Q92966,ENSG00000164975
Q92973,ENSG00000083312
Q92974,ENSG00000116584
Q92985,ENSG00000185507
Q92989,ENSG00000172409
Q92993,ENSG00000172977
Q92994,ENSG00000185024
Q92995,ENSG00000058056
Q92997,ENSG00000161202
Q93008,ENSG00000124486
Q93009,ENSG00000187555
Q93050,ENSG00000033627
Q93052,ENSG00000145012
Q93063,ENSG00000151348
Q93073,ENSG00000138593
Q93074,ENSG00000184634
Q93075,ENSG00000157014
Q93084,ENSG00000074370
Q93100,ENSG00000102893
Q969E2,ENSG00000227500
Q969F9,ENSG00000163755
Q969G3,ENSG00000073584
Q969G5,ENSG00000170955
Q969H6,ENSG00000167272
Q969H8,ENSG00000074842
Q969K3,ENSG00000170633
Q969K4,ENSG00000114626
Q969M1,ENSG00000158882
Q969N2,ENSG00000124155
Q969P6,ENSG00000184428
Q969S3,ENSG00000173545
Q969S8,ENSG00000100429
Q969S9,ENSG00000164347
Q969T9,ENSG00000132471
Q969U6,ENSG00000159069
Q969V3,ENSG00000125912
Q969V5,ENSG00000090432
Q969V6,ENSG00000196588
Q969X0,ENSG00000150977
Q969X1,ENSG00000135926
Q969X5,ENSG00000113719
Q969X6,ENSG00000141076
Q969Z0,ENSG00000136270
Q96A05,ENSG00000250565
Q96A26,ENSG00000114023
Q96A33,ENSG00000108588
Q96A54,ENSG00000159346
Q96A65,ENSG00000131558
Q96AA3,ENSG00000163933
Q96AB3,ENSG00000063241
Q96AC1,ENSG00000073712
Q96AD5,ENSG00000177666
Q96AE7,ENSG00000052841
Q96AG3,ENSG00000164209
Q96AP0,ENSG00000102977
Q96AQ1,ENSG00000163040
Q96AV8,ENSG00000165891
Q96AX1,ENSG00000139719
Q96AY3,ENSG00000141756
Q96AY4,ENSG00000100154
Q96B01,ENSG00000111247
Q96B26,ENSG00000120699
Q96B97,ENSG00000147010
Q96BA8,ENSG00000157613
Q96BI3,ENSG00000117362
Q96BN2,ENSG00000152382
Q96BU1,ENSG00000116497
Q96BX8,ENSG00000172081
Q96BY2,ENSG00000165943
Q96BY6,ENSG00000135905
Q96BY7,ENSG00000066739
Q96BY9,ENSG00000133872
Q96BZ4,ENSG00000166428
Q96BZ9,ENSG00000125875
Q96C03,ENSG00000177427
Q96C10,ENSG00000108771
Q96C45,ENSG00000168038
Q96CD2,ENSG00000138621
Q96CG3,ENSG00000145365
Q96CN7,ENSG00000066583
Q96CN9,ENSG00000179562
Q96CP6,ENSG00000089351
Q96CQ1,ENSG00000114120
Q96CS2,ENSG00000152240
Q96CS3,ENSG00000113194
Q96CS7,ENSG00000115762
Q96CT2,ENSG00000119771
Q96CU9,ENSG00000110074
Q96CW1,ENSG00000161203
Q96CW5,ENSG00000126216
Q96D46,ENSG00000169251
Q96D70,ENSG00000198858
Q96DB5,ENSG00000176623
Q96DB9,ENSG00000089327
Q96DC7,ENSG00000113119
Q96DE0,ENSG00000198585
Q96DF8,ENSG00000100056
Q96DI7,ENSG00000060688
Q96DM3,ENSG00000141452
Q96DN6,ENSG00000166987
Q96DT7,ENSG00000205189
Q96DU7,ENSG00000086544
Q96DY7,ENSG00000172167
Q96DZ1,ENSG00000068912
Q96DZ7,ENSG00000145107
Q96E22,ENSG00000153989
Q96E52,ENSG00000162600
Q96EA4,ENSG00000040275
Q96EF0,ENSG00000102043
Q96EH3,ENSG00000156928
Q96EK5,ENSG00000198954
Q96EK6,ENSG00000100522
Q96EK7,ENSG00000112584
Q96EK9,ENSG00000198841
Q96EN8,ENSG00000075643
Q96EP0,ENSG00000092098
Q96ER3,ENSG00000166788
Q96ER9,ENSG00000164051
Q96ES6,ENSG00000167700
Q96EU7,ENSG00000171155
Q96EV2,ENSG00000184863
Q96EX2,ENSG00000135119
Q96EY1,ENSG00000103423
Q96EY5,ENSG00000141971
Q96EY7,ENSG00000132300
Q96EY8,ENSG00000139428
Q96EZ8,ENSG00000187778
Q96F05,ENSG00000171067
Q96F07,ENSG00000055163
Q96F44,ENSG00000154370
Q96F81,ENSG00000154309
Q96F86,ENSG00000179151
Q96FA3,ENSG00000197329
Q96FB5,ENSG00000143303
Q96FJ0,ENSG00000138134
Q96FS4,ENSG00000213445
Q96FZ2,ENSG00000183624
Q96G01,ENSG00000151746
Q96G03,ENSG00000169299
Q96G04,ENSG00000118894
Q96G21,ENSG00000136718
Q96G23,ENSG00000143418
Q96G25,ENSG00000159479
Q96G74,ENSG00000068308
Q96G75,ENSG00000145916
Q96G91,ENSG00000244165
Q96G97,ENSG00000168000
Q96GA7,ENSG00000139410
Q96GC6,ENSG00000171606
Q96GC9,ENSG00000062716
Q96GD4,ENSG00000178999
Q96GE4,ENSG00000258890
Q96GE9,ENSG00000137038
Q96GK7,ENSG00000115042
Q96GQ5,ENSG00000140688
Q96GQ7,ENSG00000124228
Q96GW9,ENSG00000247626
Q96GX5,ENSG00000120539
Q96GX9,ENSG00000149089
Q96GZ6,ENSG00000114544
Q96H22,ENSG00000166451
Q96H35,ENSG00000119446
Q96H55,ENSG00000278259
Q96H78,ENSG00000160785
Q96H79,ENSG00000146858
Q96HA1,ENSG00000196313
Q96HA7,ENSG00000160949
Q96HA8,ENSG00000156795
Q96HE9,ENSG00000068489
Q96HM7,ENSG00000179715
Q96HN2,ENSG00000158467
Q96HP0,ENSG00000130158
Q96HQ2,ENSG00000237190
Q96HR3,ENSG00000164758
Q96HR8,ENSG00000145414
Q96HT8,ENSG00000178988
Q96HU1,ENSG00000100359
Q96HV5,ENSG00000163900
Q96HW7,ENSG00000149262
Q96HY6,ENSG00000198171
Q96I15,ENSG00000132330
Q96I24,ENSG00000107164
Q96I51,ENSG00000274523
Q96IC2,ENSG00000005189
Q96II8,ENSG00000186001
Q96IJ6,ENSG00000144591
Q96IK0,ENSG00000091947
Q96IR7,ENSG00000186603
Q96IT1,ENSG00000162714
Q96IZ0,ENSG00000177425
Q96J01,ENSG00000051596
Q96J42,ENSG00000113621
Q96JA3,ENSG00000106086
Q96JB2,ENSG00000136152
Q96JB5,ENSG00000108465
Q96JC1,ENSG00000166887
Q96JG6,ENSG00000004766
Q96JH7,ENSG00000175073
Q96JH8,ENSG00000157927
Q96JI7,ENSG00000104133
Q96JJ3,ENSG00000062598
Q96JJ7,ENSG00000166479
Q96JK2,ENSG00000139990
Q96JM2,ENSG00000148143
Q96JM3,ENSG00000198824
Q96JM7,ENSG00000198945
Q96JY6,ENSG00000120913
Q96K12,ENSG00000064763
Q96K17,ENSG00000134717
Q96K37,ENSG00000127526
Q96K58,ENSG00000167394
Q96K76,ENSG00000170242
Q96K80,ENSG00000135482
Q96K83,ENSG00000198795
Q96KA5,ENSG00000049656
Q96KC8,ENSG00000136770
Q96KP1,ENSG00000112685
Q96KQ7,ENSG00000204371
Q96KR1,ENSG00000056097
Q96KV7,ENSG00000161996
Q96L34,ENSG00000007047
Q96L50,ENSG00000165501
Q96L73,ENSG00000165671
Q96L91,ENSG00000183495
Q96L92,ENSG00000143376
Q96L93,ENSG00000089177
Q96LB3,ENSG00000096872
Q96LI5,ENSG00000138767
Q96LT4,ENSG00000156671
Q96LT9,ENSG00000185946
Q96M27,ENSG00000164244
Q96M60,ENSG00000166262
Q96M94,ENSG00000174010
Q96MD2,ENSG00000174206
Q96ME1,ENSG00000155034
Q96ME7,ENSG00000243943
Q96MG7,ENSG00000185115
Q96MH7,ENSG00000172244
Q96MN5,ENSG00000116205
Q96MT1,ENSG00000145860
Q96MT8,ENSG00000182923
Q96MU7,ENSG00000083896
Q96MW5,ENSG00000213380
Q96MX3,ENSG00000180035
Q96N11,ENSG00000146576
Q96N21,ENSG00000167302
Q96N23,ENSG00000188596
Q96N46,ENSG00000163728
Q96N67,ENSG00000116641
Q96NA2,ENSG00000167705
Q96NC0,ENSG00000146007
Q96NE9,ENSG00000139926
Q96NH3,ENSG00000146350
Q96NL6,ENSG00000151466
Q96NM4,ENSG00000124191
Q96NW4,ENSG00000105186
Q96P16,ENSG00000141425
Q96P47,ENSG00000133612
Q96P48,ENSG00000186635
Q96P53,ENSG00000139668
Q96P70,ENSG00000198700
Q96PE1,ENSG00000020181
Q96PE3,ENSG00000040933
Q96PK6,ENSG00000239306
Q96PK6,ENSG00000248643
Q96PP9,ENSG00000162654
Q96PQ6,ENSG00000130803
Q96PQ7,ENSG00000109790
Q96PU8,ENSG00000112531
Q96PV0,ENSG00000197283
Q96PV6,ENSG00000167615
Q96PZ0,ENSG00000091127
Q96PZ2,ENSG00000166801
Q96PZ7,ENSG00000183117
Q96Q05,ENSG00000167632
Q96Q07,ENSG00000183826
Q96Q15,ENSG00000157106
Q96Q27,ENSG00000100628
Q96Q40,ENSG00000138395
Q96Q42,ENSG00000003393
Q96Q89,ENSG00000138182
Q96QB1,ENSG00000164741
Q96QD8,ENSG00000134294
Q96QD9,ENSG00000122068
Q96QE3,ENSG00000176208
Q96QK1,ENSG00000069329
Q96QT4,ENSG00000092439
Q96QU8,ENSG00000169180
Q96R06,ENSG00000076382
Q96RD7,ENSG00000110218
Q96RD9,ENSG00000143297
Q96RG2,ENSG00000115687
Q96RK0,ENSG00000079432
Q96RK4,ENSG00000140463
Q96RL7,ENSG00000197969
Q96RN5,ENSG00000099917
Q96RP9,ENSG00000168827
Q96RS0,ENSG00000137574
Q96RS6,ENSG00000120526
Q96RT1,ENSG00000112851
Q96RT7,ENSG00000128159
Q96RT8,ENSG00000275835
Q96RU2,ENSG00000048028
Q96RU3,ENSG00000187239
Q96RU7,ENSG00000101255
Q96RV3,ENSG00000100731
Q96RY5,ENSG00000007545
Q96RY7,ENSG00000187535
Q96S15,ENSG00000127580
Q96S21,ENSG00000197562
Q96S52,ENSG00000087111
Q96S55,ENSG00000124535
Q96S66,ENSG00000121940
Q96S82,ENSG00000138629
Q96S94,ENSG00000221978
Q96S97,ENSG00000179820
Q96SA4,ENSG00000168528
Q96SB4,ENSG00000096063
Q96SB8,ENSG00000163029
Q96SI9,ENSG00000165209
Q96SK2,ENSG00000146842
Q96SM3,ENSG00000088882
Q96SN7,ENSG00000160991
Q96SN8,ENSG00000136861
Q96ST2,ENSG00000163166
Q96ST3,ENSG00000169375
Q96SU4,ENSG00000117859
Q96SZ6,ENSG00000101391
Q96T21,ENSG00000187742
Q96T23,ENSG00000048649
Q96T49,ENSG00000101445
Q96T58,ENSG00000065526
Q96T76,ENSG00000155229
Q96T83,ENSG00000065923
Q96T88,ENSG00000276043
Q96TA1,ENSG00000136830
Q96TA2,ENSG00000136758
Q96TC7,ENSG00000137824
Q99081,ENSG00000140262
Q99417,ENSG00000214114
Q99426,ENSG00000105254
Q99436,ENSG00000136930
Q99437,ENSG00000117410
Q99439,ENSG00000064666
Q99459,ENSG00000096401
Q99460,ENSG00000173692
Q99467,ENSG00000134061
Q99471,ENSG00000123349
Q99497,ENSG00000116288
Q99504,ENSG00000158161
Q99538,ENSG00000100600
Q99541,ENSG00000147872
Q99550,ENSG00000051825
Q99558,ENSG00000006062
Q99567,ENSG00000108559
Q99569,ENSG00000144283
Q99570,ENSG00000196455
Q99583,ENSG00000070444
Q99590,ENSG00000139218
Q99598,ENSG00000116918
Q99607,ENSG00000102034
Q99613,ENSG00000184110
Q99615,ENSG00000168259
Q99622,ENSG00000111678
Q99623,ENSG00000215021
Q99640,ENSG00000127564
Q99661,ENSG00000142945
Q99683,ENSG00000197442
Q99685,ENSG00000074416
Q99698,ENSG00000143669
Q99707,ENSG00000116984
Q99715,ENSG00000111799
Q99720,ENSG00000147955
Q99729,ENSG00000197451
Q99733,ENSG00000205531
Q99741,ENSG00000094804
Q99755,ENSG00000143398
Q99767,ENSG00000034053
Q99798,ENSG00000100412
Q99805,ENSG00000125304
Q99808,ENSG00000112759
Q99814,ENSG00000116016
Q99816,ENSG00000074319
Q99828,ENSG00000185043
Q99832,ENSG00000135624
Q99836,ENSG00000172936
Q99873,ENSG00000126457
Q99941,ENSG00000213676
Q99943,ENSG00000204310
Q99961,ENSG00000141985
Q99967,ENSG00000164442
Q99973,ENSG00000129566
Q99986,ENSG00000100749
Q99996,ENSG00000127914
Q9BPX3,ENSG00000109805
Q9BPX5,ENSG00000136950
Q9BQ04,ENSG00000173914
Q9BQ13,ENSG00000151364
Q9BQ65,ENSG00000103005
Q9BQ67,ENSG00000105447
Q9BQ70,ENSG00000141002
Q9BQ75,ENSG00000184220
Q9BQ83,ENSG00000132207
Q9BQ83,ENSG00000181625
